"index","Title","Summary","Enrollment","Stars","Rating","Link"
10,The Data Science Course 2020: Complete Data Science Bootcamp,"Complete Data Science Training: Mathematics, Statistics, Python, Advanced Statistics in Python, Machine & Deep Learning",325047,4.5,76907,https://www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/
11,Automate the Boring Stuff with Python Programming,"A practical programming course for office workers, academics, and administrators who want to improve their productivity.",692617,4.6,70508,https://www.udemy.com/course/automate/
12,The Complete Web Developer Course 2.0,"Learn Web Development by building 25 websites and mobile apps using HTML, CSS, Javascript, PHP, Python, MySQL & more!",273598,4.5,63175,https://www.udemy.com/course/the-complete-web-developer-course-2/
13,Modern React with Redux [2020 Update],"Master React v16.6.3 and Redux with React Router, Webpack, and Create-React-App. Includes Hooks!",203214,4.7,60835,https://www.udemy.com/course/react-redux/
14,Learn Python Programming Masterclass,This Python For Beginners Course Teaches You The Python Language Fast. Includes Python Online Training With Python 3,240790,4.5,58677,https://www.udemy.com/course/python-the-complete-python-developer-course/
15,The Complete Node.js Developer Course (3rd Edition),"Learn Node.js by building real-world applications with Node, Express, MongoDB, Jest, and more!",202922,4.7,50885,https://www.udemy.com/course/the-complete-nodejs-developer-course-2/
16,iOS 13 & Swift 5 - The Complete iOS App Development Bootcamp,From Beginner to iOS App Developer with Just One Course! Fully Updated with a Comprehensive Module Dedicated to SwiftUI!,179598,4.8,49972,https://www.udemy.com/course/ios-13-app-development-bootcamp/
17,Selenium WebDriver with Java -Basics to Advanced+Frameworks,"""TOP RATED (BEST SELLER) #1 Master SELENIUM java course"" -5 Million students learning worldWide with great collaboration",148562,4.6,49947,https://www.udemy.com/course/selenium-real-time-examplesinterview-questions/
18,Unreal Engine C++ Developer: Learn C++ and Make Video Games,Created in collaboration with Epic Games. Learn C++ from basics while making your first 4 video games in Unreal,229005,4.5,45860,https://www.udemy.com/course/unrealcourse/
19,The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,Become an In-demand SQL Master by creating complex databases and building reports through real-world projects,203366,4.6,45382,https://www.udemy.com/course/the-ultimate-mysql-bootcamp-go-from-sql-beginner-to-expert/
20,Spring & Hibernate for Beginners (includes Spring Boot),"Spring 5: Learn Spring 5 Core, AOP, Spring MVC, Spring Security, Spring REST, Spring Boot 2, Thymeleaf, JPA & Hibernate",177053,4.6,45329,https://www.udemy.com/course/spring-hibernate-tutorial/
21,Build Responsive Real World Websites with HTML5 and CSS3,"The easiest way to learn modern web design, HTML5 and CSS3 step-by-step from scratch. Design AND code a huge project.",197609,4.6,44710,https://www.udemy.com/course/design-and-develop-a-killer-website-with-html5-and-css3/
22,The Python Mega Course: Build 10 Real World Applications,A complete Python course for both beginners and intermediates! Master Python 3 by making 10 amazing Python apps.,196701,4.5,42713,https://www.udemy.com/course/the-python-mega-course/
23,Docker Mastery: with Kubernetes +Swarm from a Docker Captain,"Build, test, deploy containers with the best mega-course on Docker, Kubernetes, Compose, Swarm and Registry using DevOps",190291,4.6,41383,https://www.udemy.com/course/docker-mastery/
24,"Vue - The Complete Guide (w/ Router, Vuex, Composition API)",Vue.js is an awesome JavaScript Framework for building Frontend Applications! VueJS mixes the Best of Angular + React!,138636,4.7,41054,https://www.udemy.com/course/vuejs-2-the-complete-guide/
25,The Complete Web Developer in 2020: Zero to Mastery,"Learn to code and become a Web Developer in 2020 with HTML, CSS, Javascript, React, Node.js, Machine Learning & more!",138822,4.7,40976,https://www.udemy.com/course/the-complete-web-developer-zero-to-mastery/
26,JavaScript: Understanding the Weird Parts,"An advanced JavaScript course for everyone! Scope, closures, prototypes, 'this', build your own framework, and more.",152004,4.7,39102,https://www.udemy.com/course/understand-javascript/
9358,PHP 101,PHP Coding for Beginners,514,4.7,12,https://www.udemy.com/course/introduction-to-php-101/
27,C# Basics for Beginners: Learn C# Fundamentals by Coding,"Master C# fundamentals in 6 hours - The most popular course with 50,000+ students, packed with tips and exercises!",124918,4.5,38450,https://www.udemy.com/course/csharp-tutorial-for-beginners/
28,R Programming A-Z™: R For Data Science With Real Exercises!,"Learn Programming In R And R Studio. Data Analytics, Data Science, Statistical Analysis, Packages, Functions, GGPlot2",188765,4.6,35635,https://www.udemy.com/course/r-programming/
29,The Complete React Native + Hooks Course [2020 Edition],"Understand React Native v0.62.2 with Hooks, Context, and React Navigation.",130527,4.6,34178,https://www.udemy.com/course/the-complete-react-native-and-redux-course/
30,Python and Django Full Stack Web Developer Bootcamp,"Learn to build websites with HTML , CSS , Bootstrap , Javascript , jQuery , Python 3 , and Django!",130584,4.5,33670,https://www.udemy.com/course/python-and-django-full-stack-web-developer-bootcamp/
31,Deep Learning A-Z™: Hands-On Artificial Neural Networks,Learn to create Deep Learning Algorithms in Python from two Machine Learning & Data Science experts. Templates included.,278698,4.5,33454,https://www.udemy.com/course/deeplearning/
32,Docker and Kubernetes: The Complete Guide,"Build, test, and deploy Docker applications with Kubernetes while learning production-style development workflows",149882,4.7,31822,https://www.udemy.com/course/docker-and-kubernetes-the-complete-guide/
33,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,Learn iOS 11 App Development From Beginning to End. Using Xcode 9 and Swift 4. Includes Full ARKit and CoreML Modules!,116136,4.6,31265,https://www.udemy.com/course/ios11-app-development-bootcamp/
34,The Python Bible™ | Everything You Need to Program in Python,Build 11 Projects and go from Beginner to Pro in Python with the World's Most Fun Project-Based Python Course!,103624,4.6,29516,https://www.udemy.com/course/the-python-bible/
35,Beginning C++ Programming - From Beginner to Beyond,"Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills needed for game, system, and application development.",108689,4.6,29286,https://www.udemy.com/course/beginning-c-plus-plus-programming/
36,Data Science A-Z™: Real-Life Data Science Exercises Included,"Learn Data Science step by step through real Analytics examples. Data Mining, Modeling, Tableau Visualization and more!",180119,4.6,27767,https://www.udemy.com/course/datascience/
37,Flutter & Dart - The Complete Guide [2020 Edition],A Complete Guide to the Flutter SDK & Flutter Framework for building native iOS and Android apps,99991,4.6,27084,https://www.udemy.com/course/learn-flutter-dart-to-build-ios-android-apps/
38,The Complete Android N Developer Course,"Learn Android App Development with Android 7 Nougat by building real apps including Uber, Whatsapp and Instagram!",145069,4.4,26788,https://www.udemy.com/course/complete-android-n-developer-course/
39,Ultimate AWS Certified Developer Associate 2020 - NEW!,Become an AWS Certified Developer! Learn all Amazon Web Services Developer topics. PASS the AWS Certified Developer Exam,141670,4.7,26619,https://www.udemy.com/course/aws-certified-developer-associate-dva-c01/
40,The Complete ASP.NET MVC 5 Course,"Learn to build fast and secure web applications with ASP.NET MVC 5 - The most popular course with 40,000+ students!",89513,4.3,25357,https://www.udemy.com/course/the-complete-aspnet-mvc-5-course/
41,"Advanced CSS and Sass: Flexbox, Grid, Animations and More!","The most advanced and modern CSS course on the internet: master flexbox, CSS Grid, responsive design, and so much more.",110725,4.8,25113,https://www.udemy.com/course/advanced-css-and-sass/
42,Learn and Understand NodeJS,"Dive deep under the hood of NodeJS. Learn V8, Express, the MEAN stack, core Javascript concepts, and more.",103558,4.5,23906,https://www.udemy.com/course/understand-nodejs/
43,"Machine Learning, Data Science and Deep Learning with Python","Complete hands-on machine learning tutorial with data science, Tensorflow, artificial intelligence, and neural networks",134241,4.5,22596,https://www.udemy.com/course/data-science-and-machine-learning-with-python-hands-on/
44,Complete C# Unity Game Developer 3D,"Design & Develop Video Games. Learn C# in Unity Engine. Code Your first 3D Unity games for web, Mac & PC.",121770,4.6,22357,https://www.udemy.com/course/unitycourse2/
45,The Complete 2020 Flutter Development Bootcamp with Dart,Officially created in collaboration with the Google Flutter team.,73671,4.7,22319,https://www.udemy.com/course/flutter-bootcamp-with-dart/
46,The Complete Oracle SQL Certification Course,"Don't Just Learn the SQL Language, Become Job-Ready and Launch Your Career as a Certified Oracle SQL Developer!",84052,4.5,22275,https://www.udemy.com/course/the-complete-oracle-sql-certification-course/
47,Master Microservices with Spring Boot and Spring Cloud,"An awesome journey from Restful Web Services ( REST API ) to Microservices with Java, Spring Boot and Spring Cloud",93031,4.4,21591,https://www.udemy.com/course/microservices-with-spring-boot-and-spring-cloud/
48,The Complete Angular Course: Beginner to Advanced,"The most comprehensive Angular 4 (Angular 2+) course. Build a real e-commerce app with Angular, Firebase and Bootstrap 4",86101,4.4,21567,https://www.udemy.com/course/the-complete-angular-master-class/
49,Modern JavaScript From The Beginning,Learn and build projects with pure JavaScript (No frameworks or libraries),69946,4.7,21314,https://www.udemy.com/course/modern-javascript-from-the-beginning/
50,Scrum Certification Prep +Scrum Master+ Agile Scrum Training,Overview of Scrum Agile project management+common questions+tips to pass PSM scrum org ONLINE Scrum Master Certification,175168,4.4,20624,https://www.udemy.com/course/scrum-certification/
51,"C# Intermediate: Classes, Interfaces and OOP","An in-depth, step-by-step guide to classes, interfaces and object-oriented programming (OOP) with C#",92574,4.6,20519,https://www.udemy.com/course/csharp-intermediate-classes-interfaces-and-oop/
52,The Modern Python 3 Bootcamp,A Unique Interactive Python Experience With Nearly 200 Exercises and Quizzes,75075,4.7,20169,https://www.udemy.com/course/the-modern-python3-bootcamp/
53,Complete Python Developer in 2020: Zero to Mastery,"How to become a Python 3 Developer and get hired! Build 12+ projects, learn Web Development, Machine Learning + more",82801,4.7,20026,https://www.udemy.com/course/complete-python-developer-zero-to-mastery/
54,"NodeJS - The Complete Guide (MVC, REST APIs, GraphQL, Deno)","Master Node JS & Deno.js, build REST APIs with Node.js, GraphQL APIs, add Authentication, use MongoDB, SQL & much more!",93673,4.7,19663,https://www.udemy.com/course/nodejs-the-complete-guide/
55,The Complete Python 3 Course: Beginner to Advanced!,"Learn Python with projects covering game & web development, web scraping, MongoDB, Django, PyQt, and data visualization!",477630,4.2,19145,https://www.udemy.com/course/python-complete/
56,Learn and Understand AngularJS,"Master AngularJS and the Javascript concepts behind it, design custom directives, and build a single page application.",85176,4.6,19072,https://www.udemy.com/course/learn-angularjs/
57,Angular & NodeJS - The MEAN Stack Guide [2020 Edition],Learn how to connect your Angular Frontend to a NodeJS & Express & MongoDB Backend by building a real Application,86680,4.6,17941,https://www.udemy.com/course/angular-2-and-nodejs-the-practical-guide/
58,Apache Kafka Series - Learn Apache Kafka for Beginners v2,"START HERE: Learn Apache Kafka 2.0 Ecosystem, Core Concepts, Real World Java Producers/Consumers & Big Data Architecture",79416,4.7,17910,https://www.udemy.com/course/apache-kafka/
59,Python A-Z™: Python For Data Science With Real Exercises!,"Programming In Python For Data Analytics And Data Science. Learn Statistical Analysis, Data Mining And Visualization",117830,4.6,17773,https://www.udemy.com/course/python-coding/
60,Statistics for Data Science and Business Analysis,"Statistics you need in the office: Descriptive & Inferential statistics, Hypothesis testing, Regression analysis",82001,4.5,17586,https://www.udemy.com/course/statistics-for-data-science-and-business-analysis/
61,PHP for Beginners - Become a PHP Master - CMS Project,PHP for Beginners: learn everything you need to become a professional PHP developer with practical exercises & projects.,87458,4.4,17481,https://www.udemy.com/course/php-for-complete-beginners-includes-msql-object-oriented/
62,Python for Absolute Beginners,Python 101 - learn Python programming from scratch with hands-on exercises in this beginner friendly Python tutorial!,153580,4.4,17478,https://www.udemy.com/course/python-for-absolute-beginners-u/
63,The Complete React Developer Course (w/ Hooks and Redux),"Learn how to build and launch React web applications using React, Redux, Webpack, React-Router, and more!",61460,4.7,17223,https://www.udemy.com/course/react-2nd-edition/
64,React Native - The Practical Guide [2020 Edition],"Use React Native and your React knowledge to build native iOS and Android Apps - incl. Push Notifications, Hooks, Redux",92876,4.6,16958,https://www.udemy.com/course/react-native-the-practical-guide/
65,Understanding TypeScript - 2020 Edition,"Don't limit the Usage of TypeScript to Angular! Learn the Basics, its Features, Workflows and how to use it!",76396,4.7,16478,https://www.udemy.com/course/understanding-typescript/
66,Artificial Intelligence A-Z™: Learn How To Build An AI,"Combine the power of Data Science, Machine Learning and Deep Learning to create powerful AI for Real-World applications!",139477,4.3,16348,https://www.udemy.com/course/artificial-intelligence-az/
67,Python for beginners,Master the fundamentals of Python while working on various usecases in easy steps,209331,4.4,16229,https://www.udemy.com/course/python-core-and-advanced/
68,Angular Crash Course for Busy Developers,Have limited time to learn Angular 4 (Angular 2+)? Take this course and learn Angular in 10 hours!,63018,4.5,15562,https://www.udemy.com/course/angular-crash-course/
69,Complete Guide to TensorFlow for Deep Learning with Python,Learn how to use Google's Deep Learning Framework - TensorFlow with Python! Solve problems with cutting edge techniques!,82159,4.4,15121,https://www.udemy.com/course/complete-guide-to-tensorflow-for-deep-learning-with-python/
70,Learn How To Code: Google's Go (golang) Programming Language,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,102840,4.5,15065,https://www.udemy.com/course/learn-how-to-code/
71,Learning Python for Data Analysis and Visualization,"Learn python and how to use it to analyze,visualize and present data. Includes tons of sample code and hours of video!",158406,4.3,14976,https://www.udemy.com/course/learning-python-for-data-analysis-and-visualization/
72,C Programming For Beginners - Master the C Language,C Programming will increase career options. Become a better dev in other languages by learning C. Pointers explained,61802,4.4,14894,https://www.udemy.com/course/c-programming-for-beginners-/
73,Go: The Complete Developer's Guide (Golang),Master the fundamentals and advanced features of the Go Programming Language (Golang),52504,4.6,14660,https://www.udemy.com/course/go-the-complete-developers-guide/
74,Learn HTML5 Programming From Scratch,A Complete HTML5 Programming Course for Beginners,317729,4.3,14132,https://www.udemy.com/course/learn-html5-programming-from-scratch/
75,"Git Complete: The definitive, step-by-step guide to Git",Go from zero to hero with Git source control step-by-step with easy to understand examples. Become the next Git expert!,70066,4.4,13628,https://www.udemy.com/course/git-complete/
76,iOS 10 & Swift 3: From Beginner to Paid Professional™,The most comprehensive course on iOS development - become a master of app development,89953,4.2,13619,https://www.udemy.com/course/devslopes-ios10/
77,Selenium WebDriver Training with Java and Many Live Projects,"#1 TOP RATED, BEST SELLER Course on SELENIUM, Trusted by 3,00,000+ students with Many Live Projects & Frameworks",133160,4.5,13593,https://www.udemy.com/course/selenium-training/
78,Modern HTML & CSS From The Beginning (Including Sass),"Build modern responsive websites & UIs with HTML5, CSS3 & Sass! Learn Flex & CSS Grid",40092,4.7,13542,https://www.udemy.com/course/modern-html-css-from-the-beginning/
79,Python for Financial Analysis and Algorithmic Trading,"Learn numpy , pandas , matplotlib , quantopian , finance , and more for algorithmic trading with Python!",89731,4.6,13530,https://www.udemy.com/course/python-for-finance-and-trading-algorithms/
80,C# Advanced Topics: Prepare for Technical Interviews,"Master the confusing C# constructs: Events, Delegates, Lambda Expressions, LINQ, Async/Await and more!",77681,4.6,13471,https://www.udemy.com/course/csharp-advanced/
81,The Complete Android Oreo Developer Course - Build 23 Apps!,"Learn Android O App Development using Java & Kotlin - build real apps including Super Mario Run, Whatsapp and Instagram!",64049,4.5,13426,https://www.udemy.com/course/the-complete-android-oreo-developer-course/
82,Learn JIRA with real-world examples (+Confluence bonus),"Learn to work on, manage & administer agile projects with this comprehensive course on JIRA Software & Confluence",57721,4.6,13250,https://www.udemy.com/course/the-complete-guide-to-jira-with-real-world-examples/
83,The Ultimate Excel Programmer Course,"Learn Excel VBA from Scratch with Dan Strong, Bestselling Excel Expert with Over 180K Students Worldwide!",100001,4.4,13193,https://www.udemy.com/course/ultimate-excel-programmer/
84,The Ultimate Guide to Game Development with Unity 2019,Created in partnership with Unity Technologies: learn C# by developing 2D & 3D games with this comprehensive guide,60938,4.5,13063,https://www.udemy.com/course/the-ultimate-guide-to-game-development-with-unity/
85,Web Design for Beginners: Real World Coding in HTML & CSS,"Launch a career as a web designer by learning HTML5, CSS3, responsive design, Sass and more!",47076,4.6,12857,https://www.udemy.com/course/web-design-for-beginners-real-world-coding-in-html-css/
86,"Ionic - Build iOS, Android & Web Apps with Ionic & Angular","Build Native iOS & Android as well as Progressive Web Apps with Angular, Capacitor and the Ionic Framework (Ionic 4+).",53963,4.7,12756,https://www.udemy.com/course/ionic-2-the-practical-guide-to-building-ios-android-apps/
87,The Complete WordPress Website Business Course,"Master WordPress with this Complete WordPress Course, without learning how to code and without any programming!",65660,4.4,12614,https://www.udemy.com/course/the-complete-wordpress-website-business-course/
88,Bootstrap 4 From Scratch With 5 Projects,Master Bootstrap 4 and build 5 real world themes while learning HTML5 semantics & CSS3,51940,4.7,12586,https://www.udemy.com/course/bootstrap-4-from-scratch-with-5-projects/
89,Spark and Python for Big Data with PySpark,"Learn how to use Spark with Python, including Spark Streaming, Machine Learning, Spark 2.0 DataFrames and more!",61007,4.5,12410,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/
90,Spring Framework 5: Beginner to Guru,"Spring Framework 5: Learn Spring Framework 5, Spring Boot 2, Spring MVC, Spring Data JPA, Spring Data MongoDB, Hibernate",58176,4.5,12361,https://www.udemy.com/course/spring-framework-5-beginner-to-guru/
91,Build an app with ASPNET Core and Angular from scratch,A practical example of how to build an application with ASP.NET Core API (.Net 5.0) and Angular 10 from start to finish,51496,4.6,12276,https://www.udemy.com/course/build-an-app-with-aspnet-core-and-angular-from-scratch/
92,Rest API Testing (Automation) from Scratch -RestAssured Java,"""Top Ranked #1 Rest API Test Automation & POSTMAN course from Basics to Framework with tons of Real time examples",49478,4.6,12111,https://www.udemy.com/course/rest-api-automation-testing-rest-assured/
93,Node with React: Fullstack Web Development,"Build and deploy fullstack web apps with NodeJS, React, Redux, Express, and MongoDB.",65708,4.6,12054,https://www.udemy.com/course/node-with-react-fullstack-web-development/
94,Become a WordPress Developer: Unlocking Power With Code,"Learn PHP, JavaScript, WordPress theming & the WP REST API to Create Custom & Interactive WordPress Websites",49191,4.7,11940,https://www.udemy.com/course/become-a-wordpress-developer-php-javascript/
95,Data Science and Machine Learning Bootcamp with R,Learn how to use the R programming language for data science and machine learning and data visualization!,61305,4.6,11860,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/
96,Apache Spark with Scala - Hands On with Big Data!,"Dive right in with 20+ hands-on examples of analyzing large data sets with Apache Spark, on your desktop or on Hadoop!",60808,4.5,11814,https://www.udemy.com/course/apache-spark-with-scala-hands-on-with-big-data/
97,Ultimate Web Designer & Developer Course: Build 23 Projects!,Become a Full-Stack Developer - Learn Everything from Design to Front & Back-End Programming.,65822,4.4,11457,https://www.udemy.com/course/web-developer-course/
98,Java Programming for Complete Beginners,Learn Java Programming with 200+ examples. For Java Beginners! Learn Java Object Oriented Programming Now!,83014,4.4,11254,https://www.udemy.com/course/java-programming-tutorial-for-beginners/
99,REST APIs with Flask and Python,"Build professional REST APIs with Python, Flask, Flask-RESTful, and Flask-SQLAlchemy",61342,4.6,11110,https://www.udemy.com/course/rest-api-flask-and-python/
100,The Complete Ruby on Rails Developer Course,Learn to make innovative web apps with Ruby on Rails and unleash your creativity,70663,4.6,11050,https://www.udemy.com/course/the-complete-ruby-on-rails-developer-course/
101,"MERN Stack Front To Back: Full Stack React, Redux & Node.js","Build and deploy a social network with Node.js, Express, React, Redux & MongoDB. Fully updated April 2019",41430,4.7,11011,https://www.udemy.com/course/mern-stack-front-to-back/
102,Data Analysis with Pandas and Python,Analyze data quickly and easily with Python's powerful pandas library! All datasets included --- beginners welcome!,136428,4.7,10979,https://www.udemy.com/course/data-analysis-with-pandas/
103,The Complete Python Course | Learn Python by Doing,Go from Beginner to Expert in Python by building projects. The best investment for your Python journey!,41324,4.6,10965,https://www.udemy.com/course/the-complete-python-course/
104,Learn Python & Ethical Hacking From Scratch,Start from 0 & learn both topics simultaneously from scratch by writing 20+ hacking programs,60851,4.6,10929,https://www.udemy.com/course/learn-python-and-ethical-hacking-from-scratch/
105,Docker Crash Course for busy DevOps and Developers,Learn how to develop and deploy web applications with Docker technologies. Take your DevOps skills to the next level.,48785,4.4,10817,https://www.udemy.com/course/docker-tutorial-for-devops-run-docker-containers/
106,Ethereum and Solidity: The Complete Developer's Guide,"Use Ethereum, Solidity, and Smart Contracts to build production-ready apps based on the blockchain",47427,4.6,10815,https://www.udemy.com/course/ethereum-and-solidity-the-complete-developers-guide/
107,The Complete iOS 10 & Swift 3 Developer Course,"Learn iOS App Development by building 21 iOS apps using Swift 3 & Xcode 8. Includes free web hosting, assets & ebook.",62450,4.5,10757,https://www.udemy.com/course/complete-ios-10-developer-course/
108,The Coding Interview Bootcamp: Algorithms + Data Structures,Ace your next Javascript coding interview by mastering data structures and algorithms.,65279,4.7,10708,https://www.udemy.com/course/coding-interview-bootcamp-algorithms-and-data-structure/
109,Part 1 Foundation Enterprise Architect Certification Trng,"Software architecture certification with TOGAF® 9 Part 1 exam, to become TOGAF Foundation.",53582,4.4,10706,https://www.udemy.com/course/togaf-enterprise-architect/
110,Complete Guide to Elasticsearch,"Learn Elasticsearch from scratch and begin learning the ELK stack (Elasticsearch, Logstash & Kibana) and Elastic Stack.",52904,4.5,10644,https://www.udemy.com/course/elasticsearch-complete-guide/
111,Java In-Depth: Become a Complete Java Engineer!,"Comprehensive Java programming course integrated with design principles, best practices & instructor-led Java EE project",50888,4.4,10556,https://www.udemy.com/course/java-in-depth-become-a-complete-java-engineer/
112,Alteryx Bootcamp,From couch to Alteryx developer in less than four hours.,27557,4.5,10500,https://www.udemy.com/course/alteryx-bootcamp/
113,Python for Beginners: Learn Python Programming (Python 3),"Learn Python Programming the Easy Way, Complete with Examples, Quizzes, Exercises and more. Learn Python 2 and Python 3.",42637,4.4,10493,https://www.udemy.com/course/python-programming-projects/
114,JavaScript Algorithms and Data Structures Masterclass,The Missing Computer Science and Coding Interview Bootcamp,57444,4.7,10451,https://www.udemy.com/course/js-algorithms-and-data-structures-masterclass/
115,WebServices/Rest API Testing with SoapUI +Real time Projects,"""Most Popular #1 SoapUI Test automation Course - ""36000+ students learning together with great collaboration""",47335,4.5,10248,https://www.udemy.com/course/webservices-testing-with-soap-ui/
116,Programming with Python : HandsOn Introduction for Beginners,Eliminate roadblocks to learn programming: Start writing your own programs in Python 3 from scratch,148891,4.3,10099,https://www.udemy.com/course/python-programming-beginners/
117,"Complete React Developer in 2020 (w/ Redux, Hooks, GraphQL)","Become a Senior React Developer! Build a massive E-commerce app with Redux, Hooks, GraphQL, ContextAPI, Stripe, Firebase",49159,4.6,10028,https://www.udemy.com/course/complete-react-developer-zero-to-mastery/
118,JavaScript - The Complete Guide 2020 (Beginner + Advanced),Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2020.,52610,4.6,9984,https://www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/
119,Master the Coding Interview: Data Structures + Algorithms,"Ultimate coding interview bootcamp. Get more job offers, negotiate a raise: Everything you need to get the job you want!",59764,4.6,9807,https://www.udemy.com/course/master-the-coding-interview-data-structures-algorithms/
120,MongoDB - The Complete Developer's Guide 2020,"Master MongoDB Development for Web & Mobile Apps. CRUD Operations, Indexes, Aggregation Framework - All about MongoDB!",64121,4.7,9722,https://www.udemy.com/course/mongodb-the-complete-developers-guide/
121,The Modern JavaScript Bootcamp,"Learn JavaScript by building real-world apps. Includes 3 real-world projects, 80 programming challenges, and ES6/ES7!",38352,4.8,9669,https://www.udemy.com/course/modern-javascript/
122,Microsoft SQL for Beginners,A comprehensive course to teach you how to complete SQL queries using Microsoft SQL Server and the T-SQL language.,36466,4.5,9556,https://www.udemy.com/course/microsoft-sql-for-beginners/
123,Unreal Engine 4: How to Develop Your First Two Games,"Epic Games-Approved: learn the Unreal Editor, master the gameplay framework, and use Blueprint to program without coding",53743,4.5,9407,https://www.udemy.com/course/unreale4/
124,Advanced React and Redux,"Walkthroughs on advanced React v16.6.3 and Redux v4.0.0 - Authentication, Testing, Middlewares, HOC's, and Deployment",66090,4.4,9366,https://www.udemy.com/course/react-redux-tutorial/
125,Appium -Mobile Automation Testing from Scratch + Frameworks,Appium -Top class 200 +Lectures on Mobile Automation from basics to Framework level with real time examples,46336,4.6,9329,https://www.udemy.com/course/mobile-automation-using-appiumselenium-3/
126,The Complete Front-End Web Development Course!,"Get started as a front-end web developer using HTML, CSS, JavaScript, jQuery, and Bootstrap!",309061,4.4,9185,https://www.udemy.com/course/front-end-web-development/
127,Complete C# Masterclass,"Learn C# Programming - WPF, Databases, Linq, Collections, Game Development with Unity. More than just the C# basics!",38369,4.5,9150,https://www.udemy.com/course/complete-csharp-masterclass/
128,Taming Big Data with Apache Spark and Python - Hands On!,"Dive right in with 20+ hands-on examples of analyzing large data sets with Apache Spark, on your desktop or on Hadoop!",51009,4.5,9137,https://www.udemy.com/course/taming-big-data-with-apache-spark-hands-on/
129,The Complete Java Certification Course,Become a confident industry ready core Java developer and get certified as a Java professional!,33927,4.5,8962,https://www.udemy.com/course/master-practical-java-development/
130,ES6 Javascript: The Complete Developer's Guide,ES6 Javascript Development from scratch. Get practice with live examples and learn exactly where to apply ES6 features.,36625,4.6,8898,https://www.udemy.com/course/javascript-es6-tutorial/
131,Node.js: The Complete Guide to Build RESTful APIs (2018),"Learn to build fast, scalable and secure RESTful services with Node, Express and MongoDB, from setup to production",36251,4.6,8873,https://www.udemy.com/course/nodejs-master-class/
132,Data Science: Natural Language Processing (NLP) in Python,"Applications: decrypting ciphers, spam detection, sentiment analysis, article spinners, and latent semantic analysis. ",34547,4.5,8845,https://www.udemy.com/course/data-science-natural-language-processing-in-python/
133,AWS Serverless APIs & Apps - A Complete Introduction,"Get into serverless computing with API Gateway, AWS Lambda and other Amazon Web Services! Zero server config APIs & SPAs",53842,4.7,8746,https://www.udemy.com/course/aws-serverless-a-complete-introduction/
134,Python for Beginners with Examples,"Get started with Python quickly, build two complete apps, and learn how to use Python in a real Linux server environment",92244,4.4,8719,https://www.udemy.com/course/ardit-sulce-python-for-beginners/
