"index","Title","Summary","Enrollment","Stars","Rating","Link"
43,Day Trading and Swing Trading Strategies For Stocks,Learn Financial Trading Strategies from A Professional Trader. Includes Day Trading Strategy & Swing Trading Strategy.,14501,4.5,2218,https://www.udemy.com/course/day-trading-swing-trading-strategies-stocks/
44,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,Learn All The Secrets To The Meta Trader 4 Forex Trading Platform. Learn How To Use Metatrader4 For Forex Trading.,10367,4.6,2211,https://www.udemy.com/course/metatrader4/
45,Financial Accounting - #1 Ranked University: Course 1 of 5,"Honored by the President of the United States for outstanding teaching, learn Accounting from the self-made millionaire.",20456,4.6,2173,https://www.udemy.com/course/learnaccountingforfree/
46,Guide to Stock Trading with Candlestick & Technical Analysis,"Learn stock trading in the stock market using candlestick and technical analysis for swing trading, stocks and forex",44354,4.5,2170,https://www.udemy.com/course/introduction-to-japanese-candlesticks/
47,"Cryptocurrency: Complete Bitcoin, Ethereum, Altcoins! (8 HR)",Bitcoin & Other Cryptocurrency Is Growing Fast. Master Cryptocurrency Use & Successful Investing In Bitcoin & Altcoins!,49932,4.5,2132,https://www.udemy.com/course/cryptocurrency-complete-bitcoin-ethereum-course/
48,Candlestick Patterns to Master Forex Trading Price Action,Professional Forex Trading - Learn How to Trade Forex with Candlestick Patterns - Real Money Forex Trading Live Examples,8247,4.6,2072,https://www.udemy.com/course/candlestick-patterns-to-master-forex-trading-price-action/
49,Blockchain Development on Hyperledger Fabric using Composer,Learn to develop Network Applications on Hyperledger Fabric & Composer Technology,9339,4.3,2065,https://www.udemy.com/course/hyperledger/
50,"QuickBooks Online 2020, 2019 & 2018 Start to Finish","Learn QuickBooks Online 2020 in a comprehensive online course taught by a practicing CPA, CGMA, CPI, with BS tax",29693,4.4,2067,https://www.udemy.com/course/quickbooks-online-2018-start-to-finish/
51,Investing 101: The Complete Online Investing Course 2020,Copy & Paste Investing System - Profitable Passive Income & ETF Investing Strategies For Growing Your Wealth Wisely!,12097,4.2,1939,https://www.udemy.com/course/online-investing-guide/
52,The Complete Bitcoin Course: Get .0001 BTC In Your Wallet,Enroll On This Complete Bitcoin Course Which Will Help You Master Bitcoin & Join The Ecosystem!,27295,4.5,1918,https://www.udemy.com/course/bitcoin-for-beginners/
53,"Comprehensive Guide to Financial Markets, Investing &Trading","A comprehensive (advanced) introduction to global financial markets, investing and trading in all financial assets",12451,4.3,1906,https://www.udemy.com/course/financial-markets-a-to-z-for-beginners/
303,"QuickBooks Tips Volume 1, 2, 3, & 4","47 Concise Training Videos",4755,4.3,272,https://www.udemy.com/course/quickbooks-tips-volume-1-2-3-4/
54,Finance for Non-Finance: Learn Quick and Easy,"Obtain Suplemental Skills to Get a Raise, Better Job or Improve Your Own Business",9490,4.4,1912,https://www.udemy.com/course/finance-for-non-financials-make-profitable-decisions/
55,"Forex Strategies: Kelly Criterion, Larry Williams and more!","Forex Trading Strategies: Be Smart With The Larry Williams Formula, Fixed Ratio Method, and Kelly Criterion In Forex",12266,4.5,1852,https://www.udemy.com/course/money-management/
56,CFA® Level 1 (2020) - Complete Quantitative Methods,Deep dive into Quant with the Bestselling CFA® prep course provider | With visual learning + Quizzes,10474,4.6,1832,https://www.udemy.com/course/cfa-level-1-complete-quantitative-methods/
57,The Core Four of Personal Finance including Recession Basics,A global recession has started! Learn the core four pillars of personal finance. Get and stay motivated!,19682,4.5,1809,https://www.udemy.com/course/the-core-four-of-personal-finance-basics/
58,Personal Finance Masterclass - Easy Guide to Better Finances,"Your complete personal finance guide to understanding finances. Save more, invest smarter, reduce loans, retire earlier!",33211,4.3,1791,https://www.udemy.com/course/personal-finance-masterclass/
59,Business Analysis: Working with Use Cases,An introductory course on use case modeling for Business Analysts or those looking to transition into a BA role.,9928,4.6,1786,https://www.udemy.com/course/usecases/
60,"Accounting, Bookkeeping & Financial Statements: Zero to Pro","3 courses in 1: No background to recording transactions (Bookkeeping), Financial Accounting & Financial Statements",51989,4.2,1778,https://www.udemy.com/course/accounting-for-entrepreneurs/
61,How to Win 97% of Your Options Trades,Trade Equity and ETF Options Like a Pro!,11281,4.2,1695,https://www.udemy.com/course/how-to-win-97-percent-of-your-trades/
62,Learn how to double your Forex Trading Account in one trade,Learn that it is not that difficult to double your Forex account in one Forex trade manually using very low or no risk.,10355,4.4,1614,https://www.udemy.com/course/learn-how-to-double-your-forex-trading-account-in-one-trade/
63,The Credit Analyst Training course,"Learn the complete Credit Risk Analysis skills for jobs in Banks, Asset Management & Credit Rating Agencies",6836,4.3,1606,https://www.udemy.com/course/the-credit-analyst-skills-training-cast-course/
64,The Complete Technical Analysis Trading Course (New 2020),"Master Technical Analysis, Candlesticks & Chart Patterns For Forex, Stock Trading, Options Trading & Fibonacci Trading",6733,4.2,1576,https://www.udemy.com/course/the-complete-technical-analysis-course/
65,Advanced Forex Trading - Ichimoku Trading Strategy Explained,"Ichimoku Trading - A Complete Strategy that You Can Apply to Forex Trading, Stock Trading and other Financial Markets!",5684,4.8,1480,https://www.udemy.com/course/advanced-forex-trading-ichimoku-trading-strategy-explained/
66,Investment Analysis & Portfolio Management - Core Finance,Financial Analysis Done Right - Rigorously Analyse Investments & Manage Portfolios using Excel® & Google Sheets,7725,4.5,1438,https://www.udemy.com/course/investment-analysis-portfolio-management/
67,Forex Trading: Your Complete Guide to Get Started Like a Pro,Forex Trading Program - Learn How to be a Successful Trader in the Currency Market - With Live Examples on MetaTrader 4,5278,4.7,1426,https://www.udemy.com/course/forex-trading-your-complete-guide-to-get-started-like-a-pro/
68,Cryptocurrency Wallets Course: Secure Your Cryptos Safely!,"Keep your Cryptocurrency safe & secure from hackers with Paper, Desktop, Mobile and Hardware wallets!",6435,3.7,1406,https://www.udemy.com/course/cryptocurrency-wallet/
69,Complete GST Course & Certification - Grow Your CA Practice,Become GST Expert in 12 hours!,4123,4.1,1379,https://www.udemy.com/course/goods-and-services-tax/
70,Introduction to Financial Modeling for Beginners,Learn how to build your first financial models in Excel from scratch.,16876,4.2,1352,https://www.udemy.com/course/intro-to-financial-modeling/
71,The Complete Value Investing Course (Updated 2020),"Copy & Paste Value Investing System - How to Find Cheap Stocks, Perform Financial Statement Analysis & Company Valuation",8319,4.3,1344,https://www.udemy.com/course/value-investing-essential-guide-to-picking-stocks/
72,Company Valuation & Financial Modeling,"Learn comprehensive financial modeling, forecasting and business valuation techniques for Finance professionals",6636,4.2,1329,https://www.udemy.com/course/the-valuation-analyst-skills-training-vast-course/
73,Invest in Stocks Like a Pro Investor by a Pro Investor!,"Succeed as a Stock Picker or Financial Analyst by an Award Winning MBA Prof., worked @ Goldman, Hedge Funds & in VC",16899,4.6,1294,https://www.udemy.com/course/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/
74,The Complete Day Trading Course (Updated 2020),"Day Trading & Technical Analysis System For Intraday Trading Stocks, Forex, Crypto, Options Trading & Financial Trading",5662,4.0,1288,https://www.udemy.com/course/the-complete-day-trading-course/
75,Learn How To Budget - Personal budgeting made easy,Everything you need to KNOW and everything you need to DO to set and stick to a monthly budget.,4762,4.5,1283,https://www.udemy.com/course/learnhowtobudget/
76,Seeing the Big Picture: Understanding Financial Statements,Learn the key measures to look for on a financial statement so you can build your credibility and grow your company.,4432,4.4,1277,https://www.udemy.com/course/seeing-the-big-picture-financial-statements-made-easy/
77,Stock Market For Beginners - How To Start Investing Today,Investing 101 : Learn The Essentials To Invest Successfully In The Stock Market. Invest With Confidence & Gain Freedom,5457,4.4,1270,https://www.udemy.com/course/stock-market-for-beginners-how-to-start-investing-today/
78,Forex Trading Price Action: Advanced Swing Trading Strategy,"Profitable Swing Trading Strategy that can be Applied to Forex Trading, Stock Trading and other Financial Markets.",5340,4.6,1262,https://www.udemy.com/course/forex-trading-price-action-advanced-swing-trading-strategy/
79,Investing Success: Learn Keys From A Millionaire Investor!,"Learn insights to investing in stocks, bonds, mutual funds, real estate, ETF for retirement from a millionaire investor.",15535,4.4,1262,https://www.udemy.com/course/investing-success/
80,Finance for the Real World - Corporate Finance 101,Learn the basics of Finance! We will cover compounding interest and many other topics,17031,4.2,1251,https://www.udemy.com/course/finance-a-brief-introduction-and-basics-finance-101/
81,Forex Trading Strategy: Complete ALM System + Live Examples,Learn a Profitable Forex System with Proven Results Since 2013 - Live Examples with a Real Money Forex Trading Account,5893,4.5,1253,https://www.udemy.com/course/forex-trading-strategy-a-complete-system-with-live-examples/
82,How to Become a Financial Analyst from Scratch!,"Become a finance professional, earn over $120,000 per year and boost your career and life. Learn all from scratch!",20449,4.1,1236,https://www.udemy.com/course/become-a-financial-analyst-from-scratch-n1/
83,Financial Management A Complete Study for CA/CMA/CS/CFA/ACCA,"500+ lectures & case studies for CA IPCC / CFA / CS Final / CMA Inter / MBA Finance / B. Com Final Exams & Professionals",10829,4.3,1215,https://www.udemy.com/course/financial-management-a-complete-study/
84,Banking Credit Analysis Process (for Bankers),"Course for Bankers, Consultants and managers to Understand Credit Analysis Process from Indian Context.",5808,4.5,1208,https://www.udemy.com/course/credit-analysis-process/
85,Forex Basics,An Overview Of The Forex Market To Help You Determine If Getting Involved Is For You. / Get Your Feet Wet Here,25931,4.3,1168,https://www.udemy.com/course/forex-basics/
86,Ultimate Excel Training Course - Intro to Advanced Pro,"Accelerate Your Career. Navigation Shortcuts, Formatting Tips, Functions, Formula, Charts, Graphs, Pivot Tables, Macros!",59863,4.4,1121,https://www.udemy.com/course/ultimate-excel-training-course-intro-to-advanced-pro/
87,Tax Preparation and Law 2019 2020 - Income Tax,"Income tax preparation for tax year 2019 2020-Form 1040, supporting schedules, practice problems & tax materials",7952,4.4,1105,https://www.udemy.com/course/tax-preparation-and-law-2018-2019-income-tax/
88,Anti Money Laundering & Countering of Terrorist Financing,"Compliance , AML/CFT (Consolidated Quick Learning Video)",1995,4.2,1092,https://www.udemy.com/course/anti-money-laundering-countering-of-terrorist-financing/
89,"Algorithmic Trading: Backtest, Optimize & Automate in Python",Learn How to Use and Manipulate Open Source Code in Python so You can Fully Automate a Cryptocurrency Trading Strategy.,6736,4.5,1061,https://www.udemy.com/course/algorithmic-trading-in-python/
90,Xero Online Accounting - Learn Xero in a Day,"All you need to get registered, setup and confident using Xero from a UK Qualified Accountant and Xero Certified Advisor",3403,4.5,1052,https://www.udemy.com/course/xero-in-a-day/
91,Start Trading Stocks Using Technical Analysis! Part 2,"Learn the secrets of professional trading from a former stock broker, and make profits investing today!",6061,4.7,1014,https://www.udemy.com/course/start-trading-stocks-using-technical-analysis-part-2/
92,Financial modeling | Project Finance & Infrastructure,Learn how build a project finance model & support infrastructure finance deals around the globe!,4101,4.2,1010,https://www.udemy.com/course/financial-modeling-project-finance-infrastructure/
93,Accounting–Financial Accounting Total-Beginners to Advanced,"Including well over 100 hours of content, e-book (EPUB, MOBI, PDF) ,Excel worksheet, & PDF files, this is comprehensive",63272,4.4,1007,https://www.udemy.com/course/financial-accounting-accounting-cycle/
94,Investment Banking: Private Equity 101,"Investment Banking: An Introduction to Private Equity for Entrepreneurs, CEOs and potential Wall Street Analysts!",5685,4.5,998,https://www.udemy.com/course/investment-banking-private-equity-101/
95,Managerial (Cost) Accounting For Beginners,Management accounting for managers and students. Learn managerial and cost accounting. #1 accounting course online.,5368,4.3,989,https://www.udemy.com/course/managementaccounting/
96,Blockchain Advanced Level: Uses Beyond Bitcoin,Learn and understand real world applications of blockchain technology beyond Bitcoin.,4160,4.6,967,https://www.udemy.com/course/blockchain-advanced-uses-beyond-bitcoin-2018/
97,CFA® Level 1 (2020) - Complete Derivatives,Deep dive into Derivatives with the Bestselling CFA® prep course provider | With visual learning + Quizzes,7081,4.5,955,https://www.udemy.com/course/cfa-level-1-complete-derivatives/
98,Learn to Trade The News,Learn how to take advantage of the powerful FX trading opportunities provided by economic news announcements each week!,5086,4.6,937,https://www.udemy.com/course/learn-to-trade-the-news/
99,The Complete Introduction To Accounting and Finance,The Original Course on Accounting & Finance! It's easy once you know the basics. Learn introductory accounting & finance,7016,4.3,932,https://www.udemy.com/course/finance-and-accounting-for-startups/
100,The Complete Microsoft Dynamics NAV 2018 Beginners Course,Learn the Basics of the Most Simplest and Powerful Enterprise Resource Planning (ERP) Solution In The Market Today!,4101,4.2,890,https://www.udemy.com/course/the-complete-microsoft-dynamics-nav-2018-beginners-course/
101,"QuickBooks Pro Desktop 2021, 2020, 2019, & 2018",Comprehensive QuickBooks course that starts at the basics and moves forward in a well planned and understandable way,23538,4.3,878,https://www.udemy.com/course/quickbooks-pro-2018-start-to-finish/
102,SAP FICO For Beginners - A Guide to SAP Financial Accounts,Hatch as a Beginner in SAP FICO by Learning the Basics of Financial Accounting in SAP,4800,4.2,868,https://www.udemy.com/course/sap-fico-for-sap-beginners/
103,Financial Derivatives: A Quantitative Finance View,"The financial engineering of forwards, futures, swaps, and options, with Python tools for fixed income and options",5813,4.5,867,https://www.udemy.com/course/financial-derivatives/
104,Accounting 101: How to read an Accounting Balance Sheet,"Accounting 101: Non-Accountants' Guide to Accounting. Learn Accounting. Get Paid More, and Get Promoted Faster!",5794,4.5,869,https://www.udemy.com/course/financial-statements-101-how-to-read-a-balance-sheet/
105,Advanced Technical Analysis PART1!,"Learn the secrets of professional trading from a former stock broker, and make profits investing today!",4654,4.5,859,https://www.udemy.com/course/advanced-technical-analysis-part1/
106,The Complete Cryptocurrency & Bitcoin Trading Course 2020,Cryptocurrency & Bitcoin Trading - Earn Extra Passive Income Weekly Trading Crypto & Altcoin Using Technical Analysis,3251,4.4,855,https://www.udemy.com/course/the-complete-cryptocurrency-trading-course/
107,Technical Analysis 101: Master the Basics of Trading,"Learn technical stock forex trading techniques using support & resistance, trend lines, trend channels & moving averages",16770,4.5,850,https://www.udemy.com/course/master-the-basics-of-trading-through-support-and-resistance/
3032,Online Stock Market Course,Learn the Art of Investing from the Best.,5,5.0,1,https://www.udemy.com/course/online-stock-market-course/
108,Passive Income Powerhouse: Learn to Set Yourself Up For Life,"Learn the economic theories and various strategies that make passive income, and develop your own passive income streams",6790,4.2,848,https://www.udemy.com/course/passive-income-powerhouse-learn-to-set-yourself-up-for-life/
109,Accounting Made Easy: A Quick Guide to Financial Accounting,"Accounting is not about Math, it is about concepts. And no one said it has to be hard. Learn the basics in just 2 hours!",3442,4.3,845,https://www.udemy.com/course/accounting-made-easy-a-quick-guide-to-financial-accounting/
110,Use the Magic Multiple Moving Average Forex Trading system,"The Magic Multiple Moving Average Forex System has become very popular due to it being so simple, visual and very easy",4579,4.5,842,https://www.udemy.com/course/the-magic-multiple-moving-average-forex-trading-system/
111,Personal Financial Well-Being,Understanding Your Financial Life,4981,4.4,842,https://www.udemy.com/course/personal-financial-well-being/
112,Options Trading for Rookies: Basic Stock Options Strategies,"Part 2: Learn to Trade Verticals, Iron Condors and the Five Golden Rules of Option Trading",9615,4.8,840,https://www.udemy.com/course/basic-option-strategies-trading-vertical-options/
113,The Complete Dividend Investing Course (Updated 2020),Copy & Paste Passive Income Investing System - How to Implement Dividend Investing & Pick Stocks That Pay Good Dividends,7160,4.3,822,https://www.udemy.com/course/how-to-value-dividend-stocks/
114,Certification Financial Planning Coaching Holistic Approach,Become a Financial Planning Coach|Accreditation + Credentials + Financial Planning Coach Directory for Level 2 Grads,3311,4.2,816,https://www.udemy.com/course/financial-planning-coaching-certification/
115,The Securities Trade Lifecycle,"Complete Trade Lifecycle guide, including processing sequence, impact, primary risks and typical mitigation controls.",4942,4.5,810,https://www.udemy.com/course/the-securities-trade-lifecycle/
116,Quantitative Finance & Algorithmic Trading in Python,"Stock market, Markowitz-portfolio theory, CAPM, Black-Scholes formula, value at risk, monte carlo simulations, FOREX",6258,4.3,779,https://www.udemy.com/course/quantitative-finance-algorithmic-trading-in-python/
117,The Complete Ethereum Course: Get .001 Ether In Your Wallet,"Get involved with Ethereum on this course! It is the most talked about, and valuable cryptocurrency since Bitcoin.",4566,4.8,770,https://www.udemy.com/course/ethereum/
118,Finance Training for Financial Analysts,"The comprehensive course in Excel, Accounting, Financial Analysis, Forecasting, Business Valuation and PowerPoint.",4701,4.5,771,https://www.udemy.com/course/the-financial-analyst-skills-training-fast-course-2017/
119,MBA ASAP Corporate Finance Fundamentals,The Concepts and Tools of Financial Analysis and Decision Making,2178,4.4,772,https://www.udemy.com/course/corporate-finance-fundementals/
120,VPS for Forex Trading - Protect Your Forex Robots,Forex: A step-by-step guide to setting up your VPS & MetaTrader 4 for reliable Algorithmic Trading in Forex,7927,4.8,768,https://www.udemy.com/course/forex-vps/
121,SAP Financial Accounting and Controlling Super User Training,"A complete Beginner and Intermediate SAP FICO Training - Step by Step by guide, perform all the task in the SAP System",3773,3.9,762,https://www.udemy.com/course/sap-financial-accounting-and-controlling-super-user-training/
122,How I Make Consistent Returns Trading Options,"Learn to create consistent returns, trading one of our core strategies - Iron Condors",6947,4.3,763,https://www.udemy.com/course/how-i-make-15-per-month-trading-options/
123,CFA® Level 1 (2020) - Complete Fixed Income,Deep dive into Fixed Income with the Bestselling CFA® prep course provider | With visual learning + Quizzes,6648,4.6,749,https://www.udemy.com/course/cfa-level-1-complete-fixed-income/
124,The Complete Options Trading Course (Updated 2020),"Profitable Options Trading Strategies For Trading Stock Options, Binary Options, Call & Put Using Technical Analysis",4328,4.3,734,https://www.udemy.com/course/the-complete-options-trading-course/
125,Microsoft Excel for Finance & Accounting,Functions and formulas that can boost your productivity as Accounting/Finance professional.,40948,4.2,728,https://www.udemy.com/course/excel-for-business-users/
126,"Blockchain & Cryptocurrency (Bitcoin, Ethereum) Essentials","Learn everything about Bitcoin, Ethereum, Ripple, Litecoin, Bitcoin Trading, Mining, ICO, Altcoins, DAO, Investing etc",45756,4.7,720,https://www.udemy.com/course/bitcoin-ethereum-blockchain/
127,Understanding Macroeconomics for University and Business,"Explaining the economics of fiscal policy, money creation, and monetary policy",3536,4.4,718,https://www.udemy.com/course/understanding-macroeconomics-for-university-and-business/
128,PCI (Payment Card) Standards for Corporate Professionals,This course covers relevant aspects of the PCI Data Security Standard for processing credit card data.,2164,4.0,710,https://www.udemy.com/course/pci-payment-card-standards-for-corporate-professionals/
129,Top 5 Forex Strategies from a Professional Trader + 5 Robots,+700 Pips in 5 Days! Increase Your Profits Using 5 Profitable Forex Strategies and Not Only 1,3555,4.8,706,https://www.udemy.com/course/top-5-forex-strategies-from-a-professional-trader-robots/
130,MQL4 Programming for Traders: Build Robust Trading Robots!,The Ultimate Algo Trading Course - experience trading zen by learning how to code your own expert advisors and scripts.,4436,4.1,700,https://www.udemy.com/course/algorithmic-trading-bootcamp-metatrader4/
