"index","Title","Summary","Enrollment","Stars","Rating","Link"
11,Adobe Photoshop CC – Essentials Training Course,This Adobe Photoshop Essentials course will teach you Photoshop Retouching as well as Photoshop for graphic design.,53888,4.7,14453,https://www.udemy.com/course/adobe-photoshop-cc-essentials-training-course/
12,"Graphic Design Bootcamp: Photoshop, Illustrator, InDesign","Bestselling Beginner Course! Use Photoshop, Illustrator, & InDesign for logo design, web design, poster design, and more",86585,4.5,13338,https://www.udemy.com/course/graphic-design-for-beginners/
13,The complete AutoCAD 2018-21 course,A complete course for learning AutoCAD from scratch to professional level,48556,4.6,13295,https://www.udemy.com/course/autocad-2018-course/
14,Web Design for Beginners: Real World Coding in HTML & CSS,"Launch a career as a web designer by learning HTML5, CSS3, responsive design, Sass and more!",47169,4.6,12888,https://www.udemy.com/course/web-design-for-beginners-real-world-coding-in-html-css/
15,Adobe Illustrator CC - Essentials Training Course,"Learn Adobe Illustrator CC graphic design, logo design, and more with this in-depth, practical, easy-to-follow course!",45570,4.7,12250,https://www.udemy.com/course/adobe-illustrator-course/
16,"UX & Web Design Master Course: Strategy, Design, Development","Learn how to apply User Experience (UX) principles to your website designs, code a variety of sites, and increase sales!",80706,4.5,11401,https://www.udemy.com/course/ux-web-design-master-course-strategy-design-development/
17,Drawing and Painting on the iPad with Procreate,Learn everything you need to know about Procreate with hands on drawing lessons. Now updated for Procreate 5.,40443,4.7,10886,https://www.udemy.com/course/drawing-and-painting-on-the-ipad-with-procreate/
18,User Experience Design Fundamentals,Design Web Sites and Mobile Apps that Your Users Love and Return to Again and Again with UX Expert Joe Natoli.,74042,4.4,9223,https://www.udemy.com/course/user-experience-design-fundamentals/
19,Adobe InDesign CC - Essentials Training Course,"Build company newsletters, brochures, annual reports. Learn typography, color theory & graphic design skills in InDesign",35860,4.7,9158,https://www.udemy.com/course/indesign-tutorial-basics-course/
20,After Effects CC Masterclass: Complete After Effects Course,Learn After Effects CC to improve your videos with professional motion graphics and visual effects.,323449,4.6,8784,https://www.udemy.com/course/after-effects-cc/
21,"CSS - The Complete Guide 2020 (incl. Flexbox, Grid & Sass)",Learn CSS for the first time or brush up your CSS skills and dive in even deeper. EVERY web developer has to know CSS.,43083,4.7,8605,https://www.udemy.com/course/css-the-complete-guide-incl-flexbox-grid-sass/
22,Photoshop CC 2020 MasterClass,Master the World's Best Imaging and Design Application and Become an Adobe Certified Associate.,45107,4.6,8020,https://www.udemy.com/course/photoshop-cc-masterclass/
23,Sketch from A to Z (2020): Become an app designer,Finally a comprehensive guide to using Sketch for designing mobile applications. Learn to design an app from A to Z.,27489,4.7,7704,https://www.udemy.com/course/learnsketch3/
24,WordPress Theme Development with Bootstrap,Learn how to confidently develop custom & profitable Responsive WordPress Themes and Websites with no prior experience.,46795,4.3,7501,https://www.udemy.com/course/bootstrap-to-wordpress/
25,Creating 3D environments in Blender,"This course helps you creating wonderful environment scenes, organizing your workflow, and find the right inspiration.",61021,4.5,7481,https://www.udemy.com/course/blender-environments/
26,Photoshop In-Depth: Master all of Photoshop's Tools Easily,"Learn the many tools in Adobe Photoshop with in-depth lectures that explain the tool uses, options + modes in Photoshop.",165767,4.4,7451,https://www.udemy.com/course/photoshop-tools/
27,"The Complete App Design Course - UX, UI and Design Thinking","Learn App Design to Make Beautiful, Lovable Apps",31444,4.4,6848,https://www.udemy.com/course/the-complete-app-design-course-ux-and-ui-design/
115,Fundamentals of Garden Design,An Introduction to Landscape Design,6729,4.4,1733,https://www.udemy.com/course/fundamentals-of-garden-design/
28,The Ultimate Digital Painting Course - Beginner to Advanced,Everything from drawing fundamentals to professional painting techniques,39814,4.5,6350,https://www.udemy.com/course/the-ultimate-digital-painting-course-beginner-to-advanced/
29,Become a Game Designer the Complete Series Coding to Design,"Master Unity, 3D game design, 2D game design, coding, C#, game development, 3D animation, programming, level design...",54712,4.2,6299,https://www.udemy.com/course/become-a-game-designer/
30,Landing Page Design & Conversion Rate Optimization 2018,Triple Your Conversion Rate With These Landing Page Design Principles & Build A Landing Page From Scratch With No Code,35578,4.7,6248,https://www.udemy.com/course/landing-page-design-best-practices/
31,The Complete Graphic Design Theory for Beginners Course,"Learn Graphic Design Theory and the Basic Principles of Color Theory, Typography, Branding, Logo Design, Layout & More!",26910,4.6,6094,https://www.udemy.com/course/graphic-design-theory-for-beginners-course/
32,Crash Course Electronics and PCB Design,Learn Electronics and PCB Design from the Ground up with Altium CircuitMaker and Labcenter Proteus,30117,4.6,6014,https://www.udemy.com/course/crash-course-electronics-and-pcb-design/
33,DESIGN RULES: Principles + Practices for Great UI Design,"Learn to design powerful user interfaces for apps, sites and systems",21705,4.6,5774,https://www.udemy.com/course/design-rules/
34,Photoshop Beginners Mastery: Zero to Hero in Photoshop,Learn Photoshop quickly and easily with essentials of Adobe Photoshop to produce beautiful images in Adobe Photoshop.,215917,4.3,5731,https://www.udemy.com/course/getting-started-in-photoshop/
35,How to Work with Interior Design Styles Like a Pro,Interior Design Styles Demystified,27388,4.4,5717,https://www.udemy.com/course/learn-how-to-work-with-interior-design-styles-like-a-pro/
36,"Learn Photoshop, Web Design & Profitable Freelancing","Learn Photoshop and use it to create amazing website designs and create a high, stable income. No coding needed!",41283,4.4,5614,https://www.udemy.com/course/learn-photoshop-web-design-profitable-freelancing/
37,Learn Adobe Photoshop from Scratch,The Complete Beginners Guide for Learning Adobe Photoshop,84955,4.3,5443,https://www.udemy.com/course/learn-adobe-photoshop-from-scratch/
38,User Experience (UX): The Ultimate Guide to Usability and UX,Get a job in UX and build your user research and UX design skills with this hands-on user experience training course.,19033,4.6,5230,https://www.udemy.com/course/ultimate-guide-to-ux/
39,Adobe Premiere Pro CC: Video Editing in Adobe Premiere Pro,Learn Video Editing in Adobe Premiere Pro with Color Correction & Color Grading and Professional Video Editing practices,71726,4.7,5079,https://www.udemy.com/course/adobe-premiere-pro-cc-2017-video-editing/
40,Adobe Illustrator: Mastering the Fundamentals,Learn powerful illustration techniques in Adobe Illustrator master digital painting and graphic design with new skills!,65286,4.3,4952,https://www.udemy.com/course/adobe-illustrator-training/
41,UX Design & User Experience Design Course - Theory Only,This course is for anyone interested in learning the theory of UX design.,17859,4.4,4685,https://www.udemy.com/course/how-to-change-careers-and-become-a-ux-designer/
42,Photoshop Master Course: From Beginner to Photoshop Pro,This Adobe Photoshop Beginner Course will teach a Beginner Photoshop user all essentials of Adobe Photoshop CC,141518,4.3,4683,https://www.udemy.com/course/supreme-photoshop-training-from-beginner-to-expert/
43,Adobe Photoshop CC – Advanced Training Course,You'll learn advanced Photoshop techniques like Photoshop retouching & Graphic Design tutorials.,32064,4.8,4657,https://www.udemy.com/course/adobe-photoshop-cc-advanced-training-course-tutorial/
44,Learn Figma - UI/UX Design Essential Training,Learn how to design a beautiful and engaging mobile app with Figma. Learn-by-doing approach.,18882,4.5,4652,https://www.udemy.com/course/learn-figma/
45,Anatomy for Figure Drawing: Mastering the Human Figure,This is what you need to learn in order to draw figures like a pro and land that dream job.,55984,4.3,4487,https://www.udemy.com/course/anatomy-for-figure-drawing-and-comics/
46,Designing for 3D Printing with Fusion 360,Learn to design for 3D printing with my easy to follow video lessons using Fusion 360,14704,4.5,4412,https://www.udemy.com/course/designing-for-3d-printing-with-fusion-360/
47,Adobe Illustrator CC – Advanced Training Course,"In this Adobe Illustrator Advanced course we'll learn Advanced techniques for graphic design, logo design & illustration",25512,4.7,4375,https://www.udemy.com/course/adobe-illustrator-cc-advanced-training/
48,After Effects - Motion Graphics & Data Visualization,"Using Adobe After Effects create beautiful VFX Visual Effects, data visualization & VFX Compositing.",24105,4.7,4325,https://www.udemy.com/course/animated-infographic-video-data-visualisation/
49,Character Art School: Complete Coloring and Painting Course,"The Best Way to Learn to Color and Paint Professional Characters for Animation, Games, Comics, Manga and More.",65406,4.6,4150,https://www.udemy.com/course/character-art-school-complete-coloring-and-painting/
50,WordPress for Beginners: Create a Website Step by Step,Create Websites and Blogs With Zero Experience Using WordPress and This Step By Step Guide,11904,4.6,4152,https://www.udemy.com/course/wordpress-for-beginners-create-a-website-blog-step-by-step/
51,How to Design a Room in 10 Easy Steps,Interior Design Made Simple,15433,4.4,4021,https://www.udemy.com/course/how-to-design-a-room-in-10-easy-steps/
52,WordPress for Beginners: Create Your Own WordPress Website,Join our complete WordPress course to easily create a professional Wordpress website: no experience or coding necessary!,210529,4.4,3959,https://www.udemy.com/course/the-complete-wordpress-for-beginners-course/
53,Learn to Create Pixel Art for your Games,Improve your pixel art with these simple techniques and principles.,17615,4.5,3955,https://www.udemy.com/course/learn-to-create-pixel-art-for-your-game/
54,Maya for Beginners: Complete Guide to 3D Animation in Maya,"Learn everything you need for 3D animation in Autodesk Maya: Modeling, Texturing, Lighting, Rigging, Animation, Dynamics",18212,4.6,3910,https://www.udemy.com/course/autodesk-maya-3d-animation-course/
55,Design Thinking for Beginners: Develop Innovative Ideas,Apply the five-step design thinking process to identify and creatively solve problems using a human-centered approach.,10457,4.3,3908,https://www.udemy.com/course/design-thinking-for-beginners/
56,Autodesk Revit - beginner to an intermediate level,"Everything you need to know to get started with Revit 2016, 2017, 2018, 2019, 2020 & 2021!",13309,4.5,3819,https://www.udemy.com/course/autodesk-revit-for-beginners-up-to-intermediate-level/
57,Pixel Art Master Course - Beginner to Professional/Freelance,Learn ALL about pixel art in an always growing course! Get access to basic and pro techniques with daily feedbacks!,19870,4.6,3807,https://www.udemy.com/course/pixel-art-master-course/
58,SOLIDWORKS: Become a Certified Associate Today (CSWA),SolidWorks Training: Learn to Master SolidWorks to the Associate Certification Level Even if You are a Complete Beginner,14105,4.5,3798,https://www.udemy.com/course/solidwokrs-go-from-nothing-to-certified-associate-level/
59,Gamification: Motivation Psychology & The Art of Engagement,Learn how to motivate and engage anyone by learning the psychology that underpins human behaviour.,14718,4.5,3722,https://www.udemy.com/course/gamification-motivation-psychology-the-art-of-engagement/
60,The Digital Painting MEGA Course: Beginner to Advanced,Learn the #1 most important skill for digital artists!,32986,4.6,3687,https://www.udemy.com/course/the-digital-painting-mega-course-beginner-to-advanced/
61,Complete Wordpress Training For Beginners,Learn to Build Wordpress Websites and Blogs from Scratch,39462,4.2,3649,https://www.udemy.com/course/complete-wordpress-course-for-beginners/
62,Rhino 3D tutorials v5 & v6 Beginner Level to Advanced Level,Learn from the ground up with these easy to follow videos in Rhinoceros 3D. The videos are regularly updated,13041,4.5,3551,https://www.udemy.com/course/rhino-3d-tutorials-from-beginner-level-to-advanced-level/
63,Complete Beginner's Guide to Digital Art,Master the foundations of digital drawing and illustration and create art like a pro,25309,4.4,3457,https://www.udemy.com/course/digital-art-101-from-beginner-to-pro/
64,The Complete Sketch 5 Course - Design Apps & Websites 2020,"Master Sketch software and learn a modern approach to designing mobile apps, websites, and everything UI/UX",15538,4.5,3444,https://www.udemy.com/course/sketchdesign/
65,The Ultimate Character Design School - Beginner to Advanced,Learn the concept industries number on job skill,18847,4.6,3422,https://www.udemy.com/course/the-ultimate-character-design-school-beginner-to-advanced/
66,How to Draw and Sketch for Absolute Beginners,Learn the Basics of Sketching and Drawing,17980,4.4,3394,https://www.udemy.com/course/drawing-and-sketching-for-beginners/
67,Manga Art School: How to draw Anime and Manga Course,"Learn how to draw anime and how to draw manga, easily and professionally",22090,4.5,3344,https://www.udemy.com/course/manga-art-school-anime-and-manga-style-character-drawing/
68,How To Make a Wordpress Website -Elementor Page Builder,Learn How To Create an AMAZING Wordpress Website! Master Wordpress and Elementor Page Builder!,43850,4.5,3337,https://www.udemy.com/course/how-to-make-a-wordpress-website-2017-elementor-builder/
69,Gamification & Behavioral Design: The Octalysis Framework," Learn the 8 Core Drives that motivate us all (beyond Points, Badges, and Leaderboards)",19188,4.4,3302,https://www.udemy.com/course/gamification-behavioral-design-the-octalysis-framework/
70,How to Use Color Like a Pro,Interior Design Color Schemes Made Easy,15641,4.4,3253,https://www.udemy.com/course/learn-how-to-use-color-like-a-pro/
71,Affinity Designer: The Complete Guide to Affinity Designer,You can start using Affinity Designer 1.7 today to design beautiful and professional graphics!,38451,4.6,3234,https://www.udemy.com/course/affinity-designer-the-complete-guide-to-affinity-designer/
72,Logo Design in Adobe Illustrator - for Beginners & Beyond,"Learn how to design a logo by a Published, Multi-Award Winning Logo Designer! 21+ Years Experience!",17404,4.5,3157,https://www.udemy.com/course/logodesign/
73,How to Draw Cute Cartoon Characters,Learn the secrets to drawing cartoons quickly and easily,15344,4.6,3096,https://www.udemy.com/course/draw-cute-characters/
74,After Effects CC: The Complete Motion Graphics Masterclass,Create Motion Graphics with Adobe After Effects CC: Best Techniques and Methods to Become a Top Motion Graphics Artist,90655,4.6,2960,https://www.udemy.com/course/adobe-after-effects-2017-essential-motion-graphics-training/
75,Pixel art for Video games,The essential course for creating stunning pixel art graphics for video-games or stylish illustrations and designs,19511,4.6,2898,https://www.udemy.com/course/pixel-art-for-video-games/
76,Master SketchUp - A Definitive Guide From Infinite Skills,A easy to follow SketchUp course that teaches using practical examples.,12831,4.5,2869,https://www.udemy.com/course/master-sketchup/
77,Complete Beginner's Guide to Anatomy and Figure Drawing,Learn how to draw anatomy for complete beginners,19153,4.6,2843,https://www.udemy.com/course/anatomy-and-figure-drawing-for-games-and-comics/
78,VFX: Complete Houdini Bootcamp,Beginners guide to Houdini FX : The most powerful 3D FX application in the world.No prior knowledge required.,11514,4.5,2839,https://www.udemy.com/course/houdini-create-full-cg-chocolate-commercial-in-houdini/
79,The Complete Sketch 5 Course - Design Apps & Websites 2020,"Master Sketch software and learn a modern approach to designing mobile apps, websites, and everything UI/UX",15538,4.5,3444,https://www.udemy.com/course/the-complete-design-course/
80,Ultimate Guide to Digital Sketching: Beginner to Advanced,Learn to digitally draw like a pro!,29372,4.5,2733,https://www.udemy.com/course/ultimate-guide-to-digital-sketching-beginner-to-advanced/
81,"3ds Max + V-Ray: 3ds Max PRO in 6 hrs","3ds Max intro course: 3Ds Max and V-Ray for creating 3D architectural imagery, from beginner to advanced",16617,4.3,2692,https://www.udemy.com/course/intro-to-architectural-visualization-using-3ds-max-and-v-ray_zillus/
82,Introduction To Graphic Design (Projects),Learn Your Way Into Graphic Design By Following Along With Practical Real World Design Projects.,50633,4.0,2580,https://www.udemy.com/course/graphic-design-intro/
83,Graphic Design - An Overview of the Field,A survey course that explore nine graphic design specialties,24069,4.4,2580,https://www.udemy.com/course/graphic-design-secrets/
84,Sketching for UX Designers - Boost UX work with pen & paper!,"Learn how to boost your UX design workflow with sketching user interfaces, animations and storyboarding.",15132,4.5,2580,https://www.udemy.com/course/sketching-for-ux-designers/
263,Learn to Draw - BEGINNER to ADVANCED Sketching Course,Learn the #1 most important building block of all Art,3005,4.4,676,https://www.udemy.com/course/sketching-course-by-ali/
85,Adobe InDesign CC: Your Complete Guide to InDesign,"Become an Adobe InDesign CC Master: Learn the complete InDesign workflow to create PDFs, eBooks, pamphlets, and more!",239746,4.5,2568,https://www.udemy.com/course/adobe-indesign-course/
86,The Blender 2.8 Encyclopedia,The most complete beginner-to-advanced guide for Blender 2.8 and beyond,11800,4.7,2558,https://www.udemy.com/course/the-blender-encyclopedia/
87,Complete Web Design: from Figma to Webflow to Freelancing,"3 in 1 Course: Learn to design websites with Figma, build with Webflow, and make a living freelancing.",8906,4.7,2488,https://www.udemy.com/course/freelance-web-design-from-design-to-development-to-making-money/
88,UI & Web Design using Adobe Illustrator CC,Build professional web & app designs using Adobe Illustrator CC,13482,4.7,2406,https://www.udemy.com/course/ui-web-design-using-adobe-illustrator-2017/
89,Environment Art School: Complete Perspective Drawing Course,"Learn How To Draw Landscapes, How to Draw Perspective, How to Draw Backgrounds and How to Draw Scenes and Create Worlds",19841,4.6,2405,https://www.udemy.com/course/perspective-art-school-environment-landscape-drawing-course/
90,The Complete Figure Drawing Course HD,Learn to Draw the Human Figure from your Mind,12960,4.7,2375,https://www.udemy.com/course/the-complete-figure-drawing-course-hd/
91,Learn Professional Pixel Art & Animation for Games,Become an exquisite pixel artist and animator.,68674,4.5,2221,https://www.udemy.com/course/learn-professional-pixel-art-animation-for-games/
92,Mastering Adobe Photoshop CC,Take Your Creative Skills to The Next Level with this Adobe Photoshop CC Tutorial. Taught By Leading Photoshop Trainer,29937,4.5,2211,https://www.udemy.com/course/adobe-photoshop-cc/
93,Complete Wordpress Course For Beginners,Create your own website from scratch using Wordpress. Even if you never made a website before!,46313,4.4,2196,https://www.udemy.com/course/complete-wordpress-course/
94,UI/UX design with Adobe XD: Design & Prototype a Mobile App,Learn how to design a beautiful and engaging mobile app with Adobe Experience Design (XD). Learn-by-doing approach.,7893,4.4,2168,https://www.udemy.com/course/adobe-xd-course/
95,Master Web Design in Photoshop,Learn how to create stunning website designs in Photoshop; No coding included!,22518,4.6,2128,https://www.udemy.com/course/master-web-design-in-photoshop/
96,Complete Wordpress Course | Elementor,"Create a Professionel Website using Free Tools, Images and Plugins",34166,4.4,2029,https://www.udemy.com/course/complete-wordpress-tutorial-elementor/
97,Blender 2.8 The complete guide from beginner to pro,over the new version of Blender in this complete training from beginner to advanced,9985,4.4,1989,https://www.udemy.com/course/blender-28-the-complete-guide-from-beginner-to-pro/
98,Complete course in AutoCAD 2020 : 2D and 3D,"For Architects, Engineers, and Designers",77759,4.4,1977,https://www.udemy.com/course/autocad-2020-for-designers-a-problem-solving-approach/
99,Graphic Design Masterclass: Learn Graphic Design in Projects,"Graphic design principles, typography, & color mastery using Illustrator, InDesign, and Photoshop. For beginners & more!",18722,4.4,1973,https://www.udemy.com/course/graphic-design/
100,Cinema 4D Masterclass: The Ultimate Guide for Beginners,"Take your design skills to the next level, into the 3rd Dimension with this Cinema 4D Course",6690,4.7,1968,https://www.udemy.com/course/cinema-4d-masterclass-training-course/
101,Fusion 360 For Hobbyists and Woodworkers,Learn by doing! Follow along as Mike teaches you to 3D model five projects from start to finish using Fusion 360.,8330,4.5,1963,https://www.udemy.com/course/fusion360/
102,Information Architecture (IA) Fundamentals,Everything you need to know — from what content should be presented to what it’s called to how it’s organized!,9634,4.3,1949,https://www.udemy.com/course/ia-fundamentals/
103,Develop your innovation - Certified Design Thinking Bootcamp,Make your own innovation using powerful tools.,8596,4.0,1946,https://www.udemy.com/course/develop-your-idea-design-thinking-bootcamp/
104,Learn Professional 2D Game Graphic Design in Photoshop,Learn how you can create your own professional game graphics quickly in Photoshop!,60855,4.6,1919,https://www.udemy.com/course/create-quick-professional-2d-game-backgrounds-in-photoshop/
105,Adobe Illustrator CC Tutorial - Training Taught By Experts,Learn the skills to become creative with Adobe Illustrator CC. A practical hands-on tutorial for users of all levels,21834,4.5,1914,https://www.udemy.com/course/adobe-illustrator-cc-tutorial/
106,After Effects Essentials: Complete VFX and Motion GFX Guide,Your complete guide to create amazing Visual Effects and Motion Graphics using Adobe After Effects CC 2017.,52550,4.3,1886,https://www.udemy.com/course/aftereffectscc/
107,Adobe Photoshop CC Essentials | Photoshop Masterclass,This Adobe Photoshop masterclass will teach you Photoshop retouching + photo editing. Bonus: 7 Photoshop courses in 1.,39951,4.6,1837,https://www.udemy.com/course/master-adobe-photoshop-cc-6-be-more-productive/
108,InDesign CC 2020 MasterClass,Master the Industry-leading Page Design and Layout Application,13901,4.6,1834,https://www.udemy.com/course/indesign-cc-masterclass/
109,Learn 3D Animation - The Ultimate Blender Guide,A-Z Guide to Learning 3D Animation and Modeling With Blender to Set You on Your Way to Creating Awesome 3D Artwork,16089,4.6,1832,https://www.udemy.com/course/blendercourse/
110,Adobe InDesign CC - Advanced Training Course,"This Adobe InDesign tutorial is people wanting to up-skill their typography, color theory & graphic design abilities.",14638,4.7,1821,https://www.udemy.com/course/adobe-indesign-cc-advanced-training/
111,Photorealistic Digital Painting From Beginner To Advanced.,Bring your imagination to life!,29869,4.5,1817,https://www.udemy.com/course/photorealistic-digital-painting-from-beginner-to-advanced/
112,Adobe Premiere Pro CC: Learn Video Editing In Premiere Pro,"Adobe Premiere Pro CC video editing for beginners: Edit footage, audio, make titles & more using Adobe Premiere Pro CC",14356,4.6,1805,https://www.udemy.com/course/learnpremierepro/
113,Modern PowerPoint Presentation: Be a Creative Pro,Design & animate 20+ professional PowerPoint presentation slides step by step. Expertise in modern PowerPoint design,20062,4.2,1802,https://www.udemy.com/course/powerpoint-design-animation/
114,Adobe Photoshop CC For Beginners: Main Features Of Photoshop,"Adobe Photoshop CC For Beginners: Resize Images, Add Text & Effects, Remove Acne or Objects, Delete Backgrounds & More",47033,4.3,1774,https://www.udemy.com/course/adobephotoshop/
116,Responsive Web Design Essentials - HTML5 CSS3 Bootstrap,"The best course for learning the basics of HTML5 and CSS3 from scratch. Including 5 projects, perfect for beginners.",7080,4.7,1717,https://www.udemy.com/course/responsive-web-design-tutorial-course-html5-css3-bootstrap/
117,Painting Environments,Creating Concept Art Worlds with Photoshop,8909,4.7,1710,https://www.udemy.com/course/painting-environments/
118,ProCreate Masterclass: How to Draw and Paint on iPad Course,The top course on how to draw and paint on iPad with Procreate and Apple Pencil. Learn to use Procreate within today!,11164,4.7,1708,https://www.udemy.com/course/procreate-course-how-to-draw-on-your-ipad-how-to-paint-on-your-ipad/
119,User Experience Design: Complete UX Fundamentals Course,Understand User Experience Design ( UX ) to begin designing web and mobile apps to keep your users engaged and happy.,7701,4.3,1664,https://www.udemy.com/course/user-experience-design-the-accelerated-ux-course/
120,Typographic Logos: Typography and Lettering for Logo Design,Learn the beginning to end process for creating your own custom type-based logo.,9594,4.2,1661,https://www.udemy.com/course/typographic-logos-typography-and-lettering-for-logo-design/
121,Design is in the Details: How to Accessorize Like a Pro,Take your interior design from good to great by focusing on the details,10235,4.5,1654,https://www.udemy.com/course/design-is-in-the-details/
122,"Adobe CC Masterclass: Photoshop, Illustrator, XD & InDesign","Learn graphic design today with Photoshop, Illustrator, Adobe XD, InDesign & more in this Adobe CC Masterclass!",13554,4.5,1599,https://www.udemy.com/course/adobe-cc-masterclass-graphic-design-photoshop-illustrator-xd-indesign/
123,VSD - Physical Design Flow,VLSI - Building a chip is like building a city!!,5745,4.4,1590,https://www.udemy.com/course/vlsi-academy-physical-design-flow/
124,DaVinci Resolve 16 - The Complete Video Editing Course,Learn Video Editing in DaVinci Resolve 16 including Color Correction & Color Grading in DaVinci Resolve 16,25259,4.4,1582,https://www.udemy.com/course/davinci-resolve15/
125,Learn Professional 2D Game Asset Graphic Design in Photoshop,Become an exquisite game designer and start creating game art today!,65463,4.7,1579,https://www.udemy.com/course/learn-professional-2d-game-asset-graphic-design-in-photoshop/
126,GIMP 2.10 Made Easy for Beginners. Learn GIMP from a pro!,"Learn GIMP from a pro photographer. Everything you need to know in 1 GIMP course for Linux, PC + MAC.",11523,4.7,1579,https://www.udemy.com/course/gimp-made-easy/
127,Adobe After Effects CC - Motion Graphics Design & VFX,Learn the techniques to start your career as a Motion Graphic artist.,8731,4.7,1573,https://www.udemy.com/course/become-a-motion-graphic-designer-using-after-effects/
128,The Ultimate 2D Game Character Design & Animation Course,Learn how to design and animate a character in Photoshop that can stand up as professional work,41816,4.5,1563,https://www.udemy.com/course/the-ultimate-2d-game-character-design-animation-course/
129,Sculpting in Zbrush,Zbrush Made Easy! Ultimate Zbrush 3d sculpting course for beginners/intermediate.,6868,4.6,1549,https://www.udemy.com/course/sculpting-in-zbrush/
130,Logo Design Masterclass: Learn Logo Design + Illustrator,Learn logo design with Adobe Illustrator CC by applying logo design principles and techniques. For beginners and beyond.,14964,4.3,1548,https://www.udemy.com/course/become-a-professional-logo-designer/
131,The Complete WordPress Website Course,Master The Complete WordPress - Build any Dynamic WordPress Website without Programming with WordPress Custom Post types,32682,4.6,1542,https://www.udemy.com/course/complete-wp-course/
132,Photoshop for Entrepreneurs - Design 11 Practical Projects,Learn Photoshop from scratch. Create 11 graphic design projects in Adobe Photoshop specifically for entrepreneurs.,67058,4.5,1532,https://www.udemy.com/course/photoshop-for-entrepreneurs/
133,AutoCAD Electrical from beginner to expert,if you want to master AutoCAD for Electrical stream this course definitely for you.,18073,4.0,1528,https://www.udemy.com/course/learn-autocad-electrical-video-tutorial-training/
134,Adobe Illustrator CC Mastery: Zero to Hero in Illustrator,Illustrator introduction for beginners or illustrators who want to learn more about illustrator. Learn the essentials!,43519,4.5,1509,https://www.udemy.com/course/illustrator-introduction/
135,Adobe Premiere Pro CC Tutorial - MasterClass Training,Adobe Premiere Pro CC tutorial for learning at your own pace from a pro. Over 18 hours of high quality training.,8924,4.5,1504,https://www.udemy.com/course/adobe-premiere-pro-cc/
136,Design Awesome Infographics to Grab Customer Attention (A-Z),The Ultimate Infographic Design Guide / Co-teaching with M.G.,69504,3.8,1501,https://www.udemy.com/course/use-infographics-to-grab-customers-attention/
137,Master Digital Product Design: UX Research & UI Design,"A complete design education for product designers: Research the user experience, then design a great user interface",7673,4.5,1499,https://www.udemy.com/course/master-digital-product-design-ux-research-ui-design/
138,How to Build Habit-Forming Products,Learn how to design experiences users love. Uncover the secrets of businesses able to keep users coming back.,13279,4.5,1483,https://www.udemy.com/course/how-to-build-habit-forming-technology/
139,Canva 2019 Master Course | Use Canva to Grow your Business,Design 20+ Graphics for your Business with a Canva Certified Teacher,7255,4.8,1400,https://www.udemy.com/course/canva-master-course-graphic-design-for-beginners/
140,Digital Painting: From Sketch to Finished Product,A step by step guide to create amazing digital paintings using adobe photoshop.,7382,4.2,1380,https://www.udemy.com/course/digital-painting-from-sketch-to-finished-product/
